product_id,product_name,category,price
PROD-0477,Buildly Art & Craft Kit,toys,23.15
PROD-0479,Harbor Line Trench Coat,clothing,172.14
PROD-0480,Harbor Line Turtleneck Sweater,clothing,65.47
PROD-0481,Comfort Haven Wall Clock,home,44.96
PROD-0482,Comfort Haven Entryway Coat Rack,home,33.83
PROD-0483,Wovenly Sherpa Throw Blanket,home,27.87
PROD-0485,Pulsewave Portable Bluetooth Speaker,electronics,88.19
PROD-0486,IronGrit High-Density Foam Roller,sports,26.07
PROD-0487,Solstice Bootcut Jeans,clothing,54.92
PROD-0488,GlowLab Retinol Night Cream,beauty,25.91
PROD-0489,Harbor Line Bootcut Jeans,clothing,71.95
PROD-0490,Buildly Balance Bike,toys,45.60
PROD-0491,Hearthstone Immersion Blender,kitchen,36.50
PROD-0492,IronGrit Match Soccer Ball,sports,18.19
PROD-0493,PlayNest Play Kitchen Set,toys,97.12
PROD-0494,Solstice Maxi Dress,clothing,70.45
PROD-0496,CopperTable Cast Iron Skillet,kitchen,55.35
PROD-0497,Solstice Pencil Skirt,clothing,34.59
PROD-0498,RoadCrest Windshield Sun Shade,automotive,16.35
PROD-0499,Millbrook Toaster Oven,kitchen,87.35
PROD-0500,GlowLab Tinted Brow Gel,beauty,10.29
